[11/2/25, 11:08:50 PM] Dec’25.Basics.LMKHealth: ‎Messages and calls are end-to-end encrypted. Only people in this chat can read, listen to, or share them.
[11/2/25, 11:08:50 PM] ~ PBW Foods: ‎~ PBW Foods created this group
This system is comprised of a heart that acts as a pump and approximately 70,000 miles of blood vessels, evenly split between arteries (which carry blood from the heart to all body parts) and veins (which return the blood to the heart). At the site where the blood is delivered, these vessels narrow into thin capillaries.

The blood vessels' internal lining consists of a single layer of endothelial cells. This network is so extensive that the total surface area of this lining equals about 6-8 tennis courts. Collectively, this surface is known as the endothelium, arguably the largest organ in the human body. When the heart pumps blood, it causes the blood vessels to expand slightly due to pressure, which then drops, causing the vessels to shrink. These fluctuations are known as systolic and diastolic blood pressures.

Nitric Oxide Gas
A unique feature of the endothelial lining is its ability to release nitric oxide (NO) gas, facilitating smooth blood flow. When blood vessels develop plaque, the effective opening narrows, increasing the friction and, consequently, the blood pressure needed to maintain blood flow.

Evolution Time Line
Our bodies have evolved over billions of years. In a hypothetical 500-page book about human evolution, the domestication of animals and the advent of agriculture would appear only in the last paragraph of the final page. I mention this to address common arguments advocating animal-based foods, despite the facts.

What is Inflammation?

Inflammation is the body's reaction to perceived threats, which may not always be genuine. For instance, consider everyday activities that pose no danger because they are familiar. When we rise early in the morning, there are numerous routines we follow that do not alarm us because they are habitual, and we recognize the individuals involved. For instance, a sweeper cleans the street, a newspaper delivery person brings the newspaper, and the regular housekeeper rings the doorbell, to which we respond by letting her in.
Imagine a scenario where the doorbell rings again, and through the peephole, you see a tall, unfamiliar figure. This might trigger a sense of alarm or perceived threat. You might whisper to your spouse to stay silent, pretending no one is home, in hopes the stranger will leave. Alternatively, if your spouse is a retired military officer, he might retrieve a firearm from a safe and loudly inquire who's at the door. There could be various responses to this situation. The individual outside may pose no actual threat and could be a new neighbor seeking directions to the university. Nonetheless, the critical point here is the perception of threat and the consequent reaction, which is analogous to inflammation. In this metaphor, the situation is inflammatory, prompting an 'inflamed' response, which represents inflammation.

Inflammatory Foods 
Consuming plant-based whole foods, which have been part of our diet for millions of years, does not alarm the body. However, introducing animal products, refined, or ultra-processed foods, which are relatively new to our diet, triggers an inflammatory response. Such foods can compromise the integrity of the endothelial lining, leading to the formation of plaques as a repair mechanism.

ATHEROSCLEROSIS 
This process is called atherosclerosis. Atherosclerosis starts early, as soon as children transition from breast milk to solid foods. Continuous consumption of inflammatory foods promotes plaque buildup, narrowing blood vessels and leading to increased blood pressure, hypertension, and other cardiovascular diseases. Atherosclerosis is a leading cause of death in the U.S. and likely worldwide.

Green Leafy Vegetables To The Rescue
Green leafy vegetables are very rich in nitrates. When we consume them as salads or green juice, they release nitric oxide in the blood, helping unclog the blood vessels. This effect has been demonstrated by Dr. Caldwell Esselystyn of the Cleveland Clinic and Dr. Dean Ornish of UCSF, showing potential in reversing cardiovascular diseases and reducing dependency on medications.

One must understand that lifestyle diseases are not random phenomena and they do not develop all of a sudden. They exist on a continuum and the markers like BP are body’s way of compensating for them. Lowering the markers with medication whether Allopathic, Homeopathic, Unani or Ayurvedic is not the solution. One must address the cause which is almost always our diet and lifestyle. 

—————————————
            END OF POST 
—————————————
‎[12/6/25, 8:27:06 PM] ~ Meenakshi Nigam: ‎<attached: 00000419-PHOTO-2025-12-06-20-27-06.jpg>
‎[12/6/25, 8:27:06 PM] ~ Meenakshi Nigam: ‎<attached: 00000420-PHOTO-2025-12-06-20-27-06.jpg>
‎[12/6/25, 8:27:07 PM] ~ Meenakshi Nigam: ‎<attached: 00000421-PHOTO-2025-12-06-20-27-07.jpg>
‎[12/6/25, 8:27:08 PM] ~ Meenakshi Nigam: ‎<attached: 00000422-PHOTO-2025-12-06-20-27-08.jpg>
‎[12/6/25, 8:27:08 PM] ~ Meenakshi Nigam: ‎<attached: 00000423-PHOTO-2025-12-06-20-27-08.jpg>
‎[12/6/25, 8:27:09 PM] ~ Meenakshi Nigam: ‎<attached: 00000424-PHOTO-2025-12-06-20-27-09.jpg>
‎[12/6/25, 8:27:10 PM] ~ Meenakshi Nigam: ‎<attached: 00000425-PHOTO-2025-12-06-20-27-10.jpg>
[12/7/25, 6:50:22 PM] ~ Meenakshi Nigam: (4) LYMPHATIC SYSTEM
So far we have discussed how nutrients, essential for life, are consumed and distributed throughout the body. With the help of these nutrients every cell performs its metabolic function and in the process creates waste. The gaseous waste carbon dioxide is removed by the respiratory system but other waste is excreted as sweat, urine and feces. The system that collects this waste and takes it to the organs that excrete it (kidney, colon and skin) is called the Lymphatic System. It consists of a large network of lymphatic vessels throughout the body which merge into lymph nodes, lymphoid organs, lymphoid tissues and lymph.

The lymphatic system is also part of the immune system. It keeps body fluid levels in balance and defends the body against infections. The way the lymphatic system functions is by removing fluids (other than blood) from body tissues and cleaning it and recycling it. 
Many of the lymph nodes reside in our underarms and where our legs join the body. Interestingly the lymphatic system does not have a pump and relies heavily on the body’s movement specially the hands and the legs. 
This is one reason why the regular movement of hands and legs is very important. The important function of walking is often neglected by most writers while criticizing the 10,000 steps recommendation. Ideally these steps should be spread throughout the day as much as possible. 

With this discussion, we've covered four critical systems of human physiology. Next week, we'll delve into the basics of nutrition.

—————————————
            END OF POST 
—————————————
[12/7/25, 6:50:22 PM] ~ Meenakshi Nigam: •BASICS OF NUTRITION•

Having discussed the basics of physiology, describing how nutrients are ingested and distributed throughout the body and waste is collected and excreted, we will now delve into the types of nutrients and their role in bodily functions. Nutrients are categorized into three groups:
1. Macronutrients: Provide energy.
2. Micronutrients: Provide essential nutrients without energy.
3. Other Nutrients

1.0 MACRO NUTRIENTS 
Macronutrients are energy-providing nutrients, measured in kilocalories but often referred to as calories. The three macronutrients are proteins, carbohydrates, and fats.

1.1 Proteins
We previously discussed proteins in the context of nutrition myths. To recap, proteins, providing 4 calories per gram, are vital for every cell. They consist of chains of twenty different amino acids in various permutations and combinations. Out of these, nine are essential, meaning our body cannot synthesize them, so they must be ingested through food. A typical human body utilizes approximately 200 grams of protein daily, recycling about 85% of it, leaving a deficit of about 30 grams. The body lacks a storage system for proteins; excess intake is converted into fat and nitrogen in the liver. The fat is stored subcutaneously, while nitrogen is transformed into ammonia, then uric acid, and finally excreted as urine. Excessive protein intake can strain the liver and kidneys, shortening their productive life. This is the reason why dialysis is becoming so common among the baby boomer generation. 

1.2 Carbohydrates
Carbohydrates are composed of carbon, hydrogen, and oxygen, providing four calories per gram. They include starch, glucose, fructose, lactose, and glycerols. Starch is converted into glucose in the liver, which is then distributed throughout the body via the bloodstream. The liver can convert fructose into glucose or fat, depending upon the need of the body. This key difference plays an important role in 
influencing metabolism significantly. 

1.3 Fats
Fats, offering nine calories per gram, are a dense energy source and the preferred storage form for excess calories. Fats are categorized by saturation level or chain length:
• Saturated Fats: Each carbon atom is bonded to hydrogen, predominantly found in animal products and considered unhealthy in excess.
• Monounsaturated Fats: Contain one double bond and are found in plant foods like nuts, seeds and avocados, beneficial for health.
• Polyunsaturated Fats: Contain multiple double bonds. These include essential omega-3 and omega-6 fats. Of the two, Omega-6 is found in plenty in nature but Omega-3 is scarcer so special attention needs to be paid. Our body needs both omega-3 and omega-6 in equal amounts. 
Many vegetable oils are too rich in omega-6 and have hardly any omega-3.  Any ratio of Omega-6 to Omega-3 higher than 3 is problematic and should be avoided. The richest plant based sources of Omega-3 are Flaxseeds, Chia seeds, Hempseeds, Mustard seeds and walnuts. Mustard which is found in abundance has an omega-6 to omega-3 ratio of 3:1 which is very healthy. That is why mustard seeds should be consumed regularly and mustard oil is the least harmful of all oils. 
• Trans Fats: When oils undergo hydrogenation, they transform into a solid form at room temperature. These hydrogenated oils are known as trans fats and are highly detrimental to health. They gained popularity at the turn of the 19th century when saturated animal fats were discouraged due to heart health concerns. Trans fats are commonly found in products like vegetable shortening and margarine. Owing to their adverse health effects many countries, including the U.S., have banned them. However, they are still permitted in India. Dalda, introduced in India about a century ago, is a prominent example of trans fats; in the U.S., Crisco is a well-known equivalent.

Fats can also be classified by the length of the fatty acid chains, which can be short, medium, long, or extra-long. When we consume whole plant-based foods fiber is digested by bacteria in the lining of our colon, producing short and medium-chain fatty acids that are beneficial to our health.

(2) MICRONUTRIENTS 
Micronutrients are crucial for health but they do not provide any energy. They include following:

2.1 Vitamins
Vitamins are essential organic compounds that the body requires in small amounts for nutrition. There is a variety of vitamins readily available in plant-based foods. However, two vitamins that warrant particular attention are B12 and D3. Vitamin B12 is produced by bacteria found in soil, which can enter our bodies through groundwater or direct contact with the soil, such as when farming barehanded and barefoot. In modern times, we often avoid direct contact with soil, and our water, sourced from municipal tanks, is chlorinated, killing all bacteria. Consequently, B12 deficiency is quite common among vegans. Although B12 is present in green water plants, commonly known as seaweeds, which make a regular part of diets in Japan, Korea and China, they are not consumed in India and the rest of the world. These seaweeds can also be good sources of vitamin D3 and Iodine. 

2.2 Minerals 
Minerals are found in air, water, and soil and plants absorb them effectively. These minerals enter our bodies through plant-based foods. However, the use of inorganic fertilizers and practices like monoculture farming can deplete the soil of these vital nutrients and seeds leading to deficiencies in our diet. To counteract this, it is crucial to consume organically grown produce and utilize rock salts, which are abundant in trace minerals. Among these, iodine deserves special attention. It is advisable to incorporate iodine-enriched salts into your diet to ensure adequate intake.

2.3 Antioxidants
When various metabolic reactions occur in our body, they often release a single atom of oxygen. These oxygen atoms are highly reactive and can cause oxidation of other molecules nearby, leading to a phenomenon known as oxidative stress. Certain chemical compounds, known as antioxidants, are effective in neutralizing these single oxygen atoms. Many plant foods are abundant in antioxidants and consuming them can help reduce oxidative stress. While all fruits and vegetables contain antioxidants, berries, leafy greens, herbs, and spices are particularly rich sources and should be included in one's daily diet.

2.4 Phytonutrients
Phytonutrients are phytochemical compounds produced by plants to protect themselves against attacks from fungi, bacteria and plant viruses, as well as from insects and other small animals. In large concentrations, some of these compounds can also be poisonous. Approximately 10,000 different phytochemicals have been identified, but discussing them all is beyond the scope of this blog. However, I would like to highlight two of them: carotenoids and polyphenols. The most well-known carotenoid is beta-carotene, discovered nearly two centuries ago and linked to eye and heart health. It is found in carrots, hence the name carotene. Today, we understand that there are 750 different carotenoids, and the human body requires about 50 of them. Supplementing with beta-carotene was a common practice until recently, but it can lead to imbalances in the absorption of other carotenoids and should therefore be avoided.

Polyphenols are phytonutrients that help protect body tissues against oxidative stress and associated pathologies, such as cancer, coronary heart disease, and inflammation.

(3) WATER
Water is an essential nutrient and must be consumed regularly. The human body does produce some water when it burns fat, but not enough to sustain itself. It is challenging to survive beyond a week or two without water. I recommend consuming two glasses of warm water first thing in the morning, even before brushing your teeth. This practice is beneficial because our body produces saliva overnight, which is good for our health. We should swallow this saliva with water. Additionally, one should drink a glass of water an hour after every meal and another glass before going to bed. Except for the water consumed in the morning and at night, which should be drunk as is, it is a good habit to obtain most of your water intake from eating fresh fruits and vegetables, which are primarily water anyway. Hence the saying "eat your water."

(4) FIBER
Fiber is an essential nutrient that is often misunderstood and neglected. Here are some key benefits of fiber:
- Fiber aids in the motility of our intestines.
- It slows down nutrient absorption in our small intestines, allowing certain foods, such as resistant starch, to reach the colon where they serve as nourishment for bacteria.
- Fiber moderates the absorption of sugar in our liver, preventing its overload. An overloaded liver can lead to several issues, including (1) fatty liver, potentially progressing to Non-Alcoholic Fatty Liver Disease, (2) the accumulation of visceral fat, and (3) the formation of intramyocellular lipid, which can cause insulin resistance, leading to Type 2 diabetes.
- Fiber supports the beneficial bacteria in our gut, helping them produce short- and medium-chain fatty acids, which are vital for our health.

Conclusion 
All nutrients play a crucial role in our health, functioning in a complementary manner akin to a symphony performed by an orchestra. We should obtain these nutrients from plant-based foods, which are their primary sources. It is advisable to avoid secondary sources and supplements.
—————————————
             END OF POST
—————————————
‎[12/7/25, 6:50:23 PM] ~ Meenakshi Nigam: ‎<attached: 00000428-PHOTO-2025-12-07-18-50-23.jpg>
[12/8/25, 7:44:45 PM] ~ Meenakshi Nigam: FIVE PILLARS OF HEALTH

We have so far delved into numerous diet and lifestyle myths that often lead us astray. We've also touched on the essentials of human physiology and nutrition. Today, we embark on a series about what I term the "five pillars of health," key components that bolster our well-being and aid in preventing and reversing many lifestyle-related diseases.
The advent of the light bulb and the discovery of antibiotics a century ago marked a societal shift, leading us to normalize disease as an inevitable aspect of aging. The light bulb disrupted our circadian rhythms, spawning numerous chronic health issues, while the triumph of penicillin over infectious diseases fostered a belief that a pill could be the panacea for all ailments. 
Post-World War II affluence ushered in an era of lifestyle diseases like obesity, hypertension, diabetes, heart disease, and cancer. When pills fell short, the medical and pharmaceutical sectors proposed a new narrative: chronic diseases were incurable, pinned on overindulgence and inactivity. Their solution was to manage these conditions by keeping their markers in check with ongoing medication and check-ups. 
Meanwhile, the rise of the processed food industry post-WWII, driven by shareholder profits, led to less nutritious, irresistible food options, contributing to a surge in health issues. This convergence of interests among the food, pharmaceutical, and healthcare industries, overlooked by government and media, has escalated chronic diseases to unprecedented levels, quietly normalizing this unhealthy status quo to a point where we have more sick people than healthy people in the civilized world. 

Acknowledging that diet and lifestyle are at the core of many chronic conditions begs the question: Why not change them? 
The human body has an innate ability to heal, but relying on medications to mask symptoms interrupts this process, often leading to a cascade of further health complications. The spiral of illness thus created continues untill death. 
Studies of centenarians in "Blue Zones" debunk the myth that chronic diseases are a given in old age. These populations live well into their 90s and beyond, largely disease-free. 
There is overpowering evidence that suggests that there are five pillars of health which contribute to prevention and reversal of most chronic diseases if not all.

(1) Food
Our 37 trillion cells require nourishment, which is compromised by modern food processing techniques. Removing fiber and adding harmful ingredients which are generally recognized as safe (GRAS) disrupt our satiety signals and contribute to chronic illnesses. 
Notably, research indicates that a diet with more than 8% protein, particularly from animal sources, can promote cancer. Key dietary rules include avoiding animal products, refined foods, and ultra-processed items.

(2) Detoxification 
The food consumed is metabolized by cells throughout the body, producing waste that needs to be collected and excreted. The lymphatic system, nearly as extensive as the circulatory system, facilitates this process. The human brain can only eliminate metabolic waste during the deep sleep cycle at night. In addition to metabolic waste, our bodies also accumulate dead and damaged cells that can harm adjacent healthy cells. The Nobel Prize-winning research from 2016 demonstrated that fasting for over 22 hours induces a process called autophagy, where the body recycles such waste. Thus, it is highly recommended to fast every two weeks, aligning with the Indian tradition of Ekadashi fasts. Furthermore, another Nobel Prize-winning study in 2018 showed that prolonged fasting for 10 days, with only a small, especially low-protein meal each day, enhances immunity against serious diseases like cancer. This practice is strikingly similar to the Indian Navratri fasting tradition. Other yoga practices, such as Shatkarma, are also beneficial for detoxifying the body.

(3) Circadian Rhythm
All species of plants and animals on Earth have evolved within a 24-hour day-night cycle and are well adapted to this rhythm. Many glands in our body release hormones in sync with these cycles, regulating various bodily functions. However, with the advent of electricity, our lifestyles have shifted away from the natural day-night rhythm, disrupting our body's synchronization with nature's clock. Notably, the 2017 Nobel Prize was awarded for research demonstrating how our body's master clock aligns with the day-night cycle. Dr. Satchin Panda's work at UC San Diego and the Salk Institute over the past decade has shed light on this topic. For optimal health, consider the following recommendations:
Sun Gazing: Rise before sunrise and, within half an hour of sunrise and sunset, gaze around the sun, moving your eyes in both clockwise and anti-clockwise directions. Avoid direct sun gazing. 
Eating Patterns: Refrain from eating for at least an hour after sunrise and aim to finish dinner before sunset, or at least before it gets dark outside. 
Physical Activity: Avoid strenuous workouts when it's dark outside. 
Screen Time: Minimize exposure to blue light-emitting screens, such as TVs, computer monitors, and cell phones at night, or use a blue light filter on these devices. 
Sleep: Aim for a minimum of 8 hours of sleep per night. Avoid using an alarm to wake up, and compensate for any sleep deficit within the same week.

(4) Physical Activity 
The human body has evolved to accommodate a physically active lifestyle. The lymphatic system, which serves as our body's janitorial service, collects metabolic waste. However, unlike the blood circulatory system, it lacks a pump and depends on bodily movement to operate effectively. Therefore, it's essential to move regularly throughout the day. It is advised to engage in movement for 5 minutes every hour while awake. One method to monitor this is by counting your steps, aiming to reach at least 10,000 steps daily.

(5)  Emotional & Spiritual Health
Human emotions trigger the release of hormones that benefit not only our emotional well-being but also our physical health. We commonly hear that laughter is the best medicine because it helps alleviate stress. Similarly, giving unconditional love and surrounding oneself with recipients of such love, like young children and pets, significantly impacts our health. Additionally, prayers filled with gratitude saturate our bodies with hormones that promote happiness and contentment. The act of praying is crucial, regardless of the deity or entity being addressed. 
These five pillars of health, when consistently practiced and integrated into one's lifestyle, can help reverse many chronic diseases, if not all, and extend one's lifespan. This is similar to the patterns observed in various Blue Zones around the world, where people live over 100 years without diseases. Over next few weeks we will focus on these five pillars of health one at a time. 
—————————————
             END OF POST
—————————————
[12/8/25, 7:44:47 PM] ~ Meenakshi Nigam: •First Pillar of Health•
              FOOD. 

The most important of the five pillars of health is food. However, it's not just about what we eat; it also matters when we eat, how we eat, and what we do to our food before eating. My experience with 200,000 members has shown that a plant-based whole-food (PBWF) diet is optimal for humans. As we discuss the diet and lifestyle changes needed to treat chronic diseases, we must prioritize the bigger picture. Our goal is to significantly improve one’s health from its current state and to ideally eliminate the need for medications related to lifestyle diseases. My focus is on providing instructions that are simple and easy to remember. Here are my dietary recommendations:

(1) Avoid Animal Foods
No meat, fish, eggs, dairy, or dairy-based products such as yogurt, cheese, and ghee. Here are the reasons for this recommendation:
   - Animal foods are rich in protein. As discussed in my earlier blog (February 11), excess protein must be converted into fat and nitrogen by the liver, then into ammonia and uric acid, causing the liver and kidneys to work harder, potentially leading to the need for dialysis and transplants in later years.
   - Animal protein includes IGF-1, a hormone that promotes rapid cell growth. For example, a newborn calf weighing 50 pounds can grow tenfold to become a 500-pound bull. While human cells cannot grow that fast due to genetic modulation, cancer cells can thrive in the presence of IGF-1.
A metaphor I use is that while a lawn fed with potent fertilizer cannot grow faster, the weeds within it can. Similarly, tiny cancer cells in our body, common in most civilized populations, can grow rapidly due to IGF-1, thereby promoting cancer. 
   - Animal foods lack fiber, which is essential for feeding the microbes in our colon, potentially leading to a leaky gut and autoimmune diseases.
   - Animal foods are inflammatory and can cause atherosclerosis in our blood vessels, leading to various heart diseases.
   - The fat in animal food is mostly saturated fat, which is detrimental to cardiac health.

(2) Avoid Refined Foods
   - Refined foods such as oils, sugar, and white flour are devoid of fiber, moving slowly through the intestines, leading to full absorption of macronutrients and leaving little for the microbes residing in the colon. This can cause the microbes to consume the mucosal layer that protects the internal lining of the colon, leading to a leaky gut and autoimmune diseases.
   - Refined foods are quickly absorbed, overburdening our liver. This can lead to the formation of unwanted fat in the liver (causing fatty liver and NAFLD), visceral organs (visceral fat), and between muscle cells (intramyocellular lipids). Intramyocellular lipids block insulin receptors in our muscle cells, causing insulin resistance, a precursor to type-2 diabetes.

(3) Avoid Ultra Processed Foods 
Ultra-processed foods, like high fructose corn syrup (HFCS), used as a sweetener in many processed foods, are devoid of fiber and contribute to a leaky gut and autoimmune diseases. Additionally, they contain many chemicals labeled as Generally Recognized as Safe (GRAS), yet they are not truly safe and cause numerous health issues. For instance, hydrogenated vegetable shortenings sold as margarine, and other products like Dalda and Crisco, have been found to be harmful and banned in many countries.

(4)  Eat from all five food groups
The five food groups are fruits, vegetables, beans & legumes, grains, and nuts & seeds. Regular consumption of herbs & spices is also highly recommended. Aim to consume one-fifth of your daily caloric intake from each food group, though this can vary daily. To accelerate weight loss, consume only the minimum recommended amount from the Nuts & Seeds group. Aim to eat at least 1% of your body weight in fruits (including berries) and vegetables (half from green leafy vegetables) daily.

(5) Five Nutrients Require  Special Attention 

 Monitor these key nutrients closely: Omega-3, vitamins D-3, B-12, and K-2, and iodine. To ensure adequate Omega-3 intake, consume one tablespoon of ground flaxseed or chia seeds, along with a few walnuts each day. Include a variety of seeds and nuts; try to eat one Brazil nut each week as it is rich in selenium and also include pumpkin seeds. Take a vitamin B-12 supplement—either 50-100 mcg daily or 2,000 mcg weekly. Vitamin D-3 is best obtained from sun exposure. Only take a D-3 supplement if you are deficient and do not get much sun exposure. For vitamin K2 consume some fermented foods and also sauerkraut. It also helps to consume some sea greens like seaweed and algae as they are rich in iodine, Omega-3 and can provide some vitamin D and B12. Some examples are wakame salad, nori and kelp flakes.

(6) Keep Your Body Hydrated 
Drink a minimum of half a liter of warm water first thing in the morning before brushing your teeth, a glass an hour after dinner, and another glass before going to bed. Rest of the day, "eat" your water by consuming fresh fruits and vegetables rich in water content.

The first six of my Daily Dozen recommendations for diet and lifestyle include:

No other restrictions are there. Enjoy a variety of foods, including those you like and some you may not. Eat as much as you like but never beyond the point of liking. No portion control is necessary. After a year on the PBWF/IF/10K program (PBWF diet with 16:8 Intermittent Fasting and 10,000 steps daily), you should be able to rely on your body’s instincts to choose food and portion sizes.
Another rule of thumb is that at least half of your caloric intake should come from uncooked foods. Following these guidelines should naturally lead to this balance. Consider including sprouted beans to increase your intake of raw foods.

How To Cook Without Oil?
Many Indians feel at a loss because they aren't sure how to cook vegetables without using ghee or oil. Here are a few tips:
1. Sauté onions in a few tablespoons of water or vegetable stock.
2. Use spices that have been dry-roasted separately.
3. Incorporate nut butters like peanut or cashew butter.
4. Continue with your normal cooking process.
5. Use air fryers instead of deep frying, or opt for baking.
6. Add avocados to dough for making rotis or stuffed parathas. Avocados contain 80% fat.

Please note that in my recommendations, you are permitted to use nut or seed butters (pastes). This ensures that all dishes, including Pulao and Khichri, turn out perfectly. The only exceptions are deep-fried dishes, but you can use air fryers for those. 
—————————————
           END OF POST
—————————————
[12/8/25, 7:44:48 PM] ~ Meenakshi Nigam: Pillar-1 Food: Meal Plans

Many people request daily meal plans due to confusion about what to eat. As outlined in my guidelines from last week, our diet program offers complete freedom in choosing foods, provided they are plant-based whole foods (PBWF) and consumed within a narrow daytime eating window of 8-10 hours. Starting your day with green juice, fruits, nuts, and seeds for breakfast covers three of the five essential food groups, giving you flexibility for lunch and dinner. Here are some guidelines for a daily PBWF meal plan, assuming your eating window is from 10:00 AM to 6:00 PM. Adjustments can be made for different eating windows.

BREAKFAST
10:00 AM: A glass of green juice
10:20 AM: A large bowl of fresh fruits and berries
 10:30 AM: Oatmeal or porridge made with nut milk and dates as a sweetener. Idli, Poha, Upma or similar PBWF items. This meal can also be combined with lunch, the choice is yours.

LUNCH
12:40 PM: A glass of green juice 
1:00 PM: Choose any PBWF dish made with grains, beans, legumes, or starchy vegetables. Examples include Daal/Roti, Daal/Rice, Khichri, Peas Pulao, Bisibhili Bhat, Idli, Dosa, Uttapam, Upma etc.

SNACK (Optional)
4:00 PM: Tea or coffee and/or fruits and/or dry fruits

DINNER
5:10 PM: A glass of green juice or  salad. 
5:30 to 6:00 PM: Any PBWF dish of your choice.

Note: The third glass of juice can be eliminated once you are off all medications, and the second glass can also be stopped after a year of no medications. Ensure you meet your daily intake of one tablespoon of Flax/Chia seeds and a few walnuts, although those watching their weight may limit this amount. Also, take a Vitamin B-12 supplement, with any meal. Remember, there is total flexibility with the meal menu.Any grains, beans, legumes, and starchy vegetables are acceptable.
You can make anything out of dosa batter; it takes care of two food groups: 
Daal
Rice
In the long run your body will guide you, by making you feel like eating one thing or the other. After 12 months on PBWF diet, you cannot go wrong, if you listen to your body. 
It would not be possible today,because there might be some unhealthy habits that need to be overcome first. It is a good idea to include a salad in your meal or have a salad as a meal. 

Meal Plan Suggestions
Many people ask me as to what I eat for meals and what can be made with zero oil and zero sugar. Here is a list of foods regularly consumed at our home. 

A. 100% Compliant Selections
Suitable for those trying to reverse chronic diseases and wean off medications:
1. Salads with Avocado, fruits, nuts, seeds and boiled beans and  toasted croutons. 
2. Blended Vegetable Soups
3. Rajma, Rice
4. Chole, Aloo Chaat
5. Dhania Aloo Chaat
6. Imli Sonth Aloo Chaat
7. Sweet Potato Chaat
8.Chole with whole wheat Naan or Kulcha
9. Idli, Chutney 
10. Ragda Patties 
11. Khichri with vegetables
12. Sprouted Mung Salad
13. Japanese Spinach with Rice
14. Korean style eggplant
15. Vietnamese Pho Soups 
16. Thai Spring Rolls with peanut sauce
17. Boiled, Baked or Hash brown potatoes
18. Eggplant Chokha from Kumaon 
B.  95% Compliant Selections
These have one teaspoon or less oil and suitable for those who have already reversed their chronic diseases and are on no medications. 
1. Daal, Rice, Roti, Subji
2.Appam and idi appam
3. Khichri with Vegetables
4. Rice Vegetable Pulao or Biryani
5. Ragda Patties
6. Sindhi Kadhi and Rice
7. Rajma Rice
8. Stuffed Parathas
9. Chole,Kulcha
10. Idli Sambhar
11. Paper Dosa 
12. Uttapam
13. Upma 
14. Dhokla 
15. Muthia
16. Handwa
17. Poha 
18. Sabudana Khichri 
19. Patra 
20. Cabbage Fried Rice
21. Stir fry veggies & Rice
22. Thai curry & Rice
23. Falafal or Veggi Kababs with Pita Bread
24. Bhel Puri with Potatoes 

Desserts
For desserts:
 Here are the foods we make regularly. They all require zero sugar and rely heavily on dates, fruits and nuts.
1. Baked or boiled Sweet Potatoes make an excellent after meal dessert. Okinawan’s, who live the longest lifespan of all communities in the world, get 69% of their daily calories from this one source alone. 
2. Date & Nuts Burfi
3. Base of overripe frozen Banana and vanilla Ice cream, with added fresh fruits and nuts. No cream is used. You can add cashew butter. 
4. Chia seed Pudding in coconut or nut milks with dates and cut fruits as sweetener. 
5: Carrot, Beetroot or Bottle-gourd Halwa made with almond or cashew milk. 

Tips for Tasty PBWFood 
1. Add avocados or nut butter to flour for whole wheat breads.
2. Use vegetable stock and soy sauce for stir-frying instead of oil.
3. Create fruit-based salad dressings with citrus, melons, and a touch of honey or balsamic vinegar.

Here are some suggestions:👇
‎[12/8/25, 7:44:48 PM] ~ Meenakshi Nigam: ‎<attached: 00000432-PHOTO-2025-12-08-19-44-48.jpg>
‎[12/8/25, 7:44:49 PM] ~ Meenakshi Nigam: ‎<attached: 00000433-PHOTO-2025-12-08-19-44-49.jpg>
‎[12/8/25, 7:44:51 PM] ~ Meenakshi Nigam: ‎<attached: 00000434-PHOTO-2025-12-08-19-44-51.jpg>
‎[12/8/25, 7:44:52 PM] ~ Meenakshi Nigam: ‎<attached: 00000435-PHOTO-2025-12-08-19-44-52.jpg>
‎[12/8/25, 7:44:53 PM] ~ Meenakshi Nigam: ‎<attached: 00000436-PHOTO-2025-12-08-19-44-53.jpg>
‎[12/8/25, 7:44:53 PM] ~ Meenakshi Nigam: ‎<attached: 00000437-PHOTO-2025-12-08-19-44-53.jpg>
‎[12/8/25, 7:44:54 PM] ~ Meenakshi Nigam: ‎<attached: 00000438-PHOTO-2025-12-08-19-44-54.jpg>
‎[12/8/25, 7:44:55 PM] ~ Meenakshi Nigam: ‎<attached: 00000439-PHOTO-2025-12-08-19-44-55.jpg>
‎[12/8/25, 7:44:56 PM] ~ Meenakshi Nigam: ‎<attached: 00000440-PHOTO-2025-12-08-19-44-56.jpg>
‎[12/8/25, 7:44:57 PM] ~ Meenakshi Nigam: ‎<attached: 00000441-PHOTO-2025-12-08-19-44-57.jpg>
‎[12/8/25, 7:44:58 PM] ~ Meenakshi Nigam: ‎<attached: 00000442-PHOTO-2025-12-08-19-44-58.jpg>
[12/8/25, 7:44:59 PM] ~ Meenakshi Nigam: Every body has to find their own taste buds. Do not eat something because it is socially the in thing. For example I have watched the younger hip crowds paying a lot of money for extra virgin olive oil and boasting about it. Why can’t you just have olives. Olives are healthy, olive oil is not. 

Few Additional Comments
Stop looking for vegan alternatives to foods like fake meat hamburgers etc. Please remember your goal is to avoid processed foods also. Processed, prepackaged foods are full of additive which are Generally Recognized As Safe (GRAS) but truly aren’t. 
Learn to make various chutney’s, and keep them ready in your refrigerator. They can add taste to any otherwise bland food. Tamarind chutney (Sonth) makes any food finger licking good. I find making chaats very easy for a quick meal and chaats have zero oil. 
It is important to note that oil free food doesn’t mean spice free. Spices are rich in antioxidants and must be consumed with every meal. This plan ensures that you can enjoy a healthy, varied diet while adhering to PBWF principles, providing flexibility and promoting long-term health benefits.
—————————————
            END OF POST
—————————————
